"id","state","city","district","h_name","address","pincode","contact","helpline","fax","category","website","email","blood_component","blood_group","service_time","latitude","longitude"
"1613","Maharashtra","Pune","Pune","Medical Foundation A.H. Wadia Trust Blood Bank","40, Sassoon Road, Ruby Hall Clinic, Post Box No. 70, Pune","411001","020 26166318,020 26124527","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1614","Maharashtra","Pune","Pune","Bharati Vidyapeeth Medical Foundations Bharati Hospital Blood Bank","Sector - 28, Dhankawadi, Pune Satara Road, Pune","411043","020 40555555,020 24379432","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1615","Maharashtra","Pune","Pune","Padmashree Dr.D.Y Patil (Vishweshwar) Blood Bank","Padmashree, Dr. Dy. Patil Medical College Hospital , Sant Tukaram Nagar Pimpari Pune","411018","020 27423844,020 27420439","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1616","Maharashtra","Pune","Pune","Deenanath Mangeshkar Hospital","Erandawane, Near Mhatre Bridge Pune","411004","020 6602307, 020 6602308, 020 6602313, 020 25420104","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1617","Maharashtra","Pune","Pune","Poona Serological Institute Blood Bank","C.T.S. No-592,3rd Floor,Dhanwantari Complex Rasta Peth Pune","411011","020 26133387, 020 26141719, 020 27472876","NA","NA","NA","NA","NA","NA","NA","NA","[=19]19","[=74]74"
"1618","Maharashtra","Pune","Pune","Sahiyadari Speciality Hospital Blood Bank","Kokoan Mitra Mandal Medical Port Trusts Sahiyadari SpecialityHospital Blood Bank, Plot No-30 C, Erandvane, Karve Road, Pune","411004","020 25403232, 020 67213000","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1619","Maharashtra","Pune","Pune","Aditya Birla Memorial Hospital Blood Bank","Survey No:31, Near Morya Mangal Karyalay, Thergaon, Chinchwad, Pune","411033","020 30717690, 020 30717676","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1620","Maharashtra","Pune","Pune","Rakesh Jain Memorial Blood Bank","Poona Hospital and Reserch Centre 27, Sadashiv Peth Pune","411030","020 24331706, 020 66069000, 020 24338477","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1621","Maharashtra","Pune","Pune","Noble Hospital Blood Bank","B-007, Basement c/o Noble Hospital, 153 Magarpatta city Road, Hadapsar, Pune","411013","020 66285050, 020 66285199","NA","NA","NA","NA","NA","NA","NA","NA","[=19]19","[=74]74"
"1622","Maharashtra","Pune","Pune","Smt Kashibai Navale General Hospital Blood Bank","Sr. No. 50/15 building NO.5 2nd floor, Narhe, Ambegaon Pune","411041","020 241062299, 020 24699884, 020 24106274","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1623","Maharashtra","Pune","Pune","Pimpari Serological Institute Blood Bank","Esteem Tower, opposite K.S.B Pump, Pune-Mumbai Highway, Kharalwadi, Pimpari","411018","020 27421179, 020 27427779","NA","NA","NA","NA","NA","NA","NA","NA","[=19]19","[=74]74"
"1624","Maharashtra","Pune","Pune","Chakan Blood Bank","sr.no. 4976/1/2 gate no.2401, yashwantnagar Ambethan road. A/P Chakan, Tal.khed pune","410501","02135 202141","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1625","Maharashtra","Pune","Pune","R.G Gholap Memorial Blood Bank","office no.301, 3rd floor Ashoka Centre, S.No - 47/14, Pune Satara Road Parvati, Pune","411009","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1626","Maharashtra","Pune","Pune","Kranti Mitra Mandal Charitable Trusts, Pune Blood Bank","1st floor PMT buiding Gadital, Hadapsar Pune","411028","020 26992828, 020 64782828, 020 26993703","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1627","Maharashtra","Sangli","Sangli","Rajaram Bapu Blood Bank","Opp.Christan bunglow, Islampur Peth Road, Islampur, TQ.Walwa Dist-Sangli","415409","02342 224939, 02342 224108,02342 224939","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1628","Maharashtra","Sangli","Sangli","Vasantdada Patil Blood Bank and Haematology Research Centre","Mirasaheb Shopping Center Opp.City Police Station Miraj Dist-Sangli","416410","0233 2222319, 0233 2229619","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1629","Maharashtra","Sangli","Sangli","Miraj Medical Centre, Wanless Hospital Blood Bank","Miraj,Wanless Hospital Blood bank Miraj Medical Centre Miraj","416410","0233 2223291,0233 2223493","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1630","Maharashtra","Sangli","Sangli","Jeevan Rekha Charitable Trust Blood Bank","H.No-329/E Ward No.5 1st Floor,Umrani Road A/p-jath District Sangli","416416","02344 248000, 02344 248922,02344 247499, ,02344 247488","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1631","Maharashtra","Sangli","Sangli","Smt. Anila Kantilal Kothari Blood Bank and dept. of hemato Oncology","Dr. D. K. Gosavi Memorial, Shri Siddhivinayak Ganapati Cancer Hospital, Sangli-Miraj Road Miraj","416410","0233 2212155, 0233 2211601,0233 2211603","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1632","Maharashtra","Sangli","Sangli","Bharati Vidyapeeth University Medical college And Hospital","A/p Wanlesswadi, Tal- Miraj","416414","0233 2601594 , 0233 2601593","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1633","Maharashtra","Sangli","Sangli","Hindratna Prakashbapu Patil Blood Bank","2nd floor, Siddhivinayak Commercial Complex Guest House, Miraj Road, Near Tata Showroom Sangli","416416","0233 2672233","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1634","Maharashtra","Sangli","Sangli","Miraj Serological Institute Blood Bank, Miraj","S.no.795/A1, Dr.Bhalchandra patil Hospital zaribag budhgaonkar mala near gulabrao patil medical college, Circle Kolhapur, Miraj","416410","0233 6451819, 0233 2211400","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1635","Maharashtra","Sangli","Sangli","Akshay Blood Bank","Plot no- 117, near Anand Nursing Home, 2nd floor Miraj Sangli Road, Sangli","416410","0233 2212448, 0233 2212449","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1636","Maharashtra","Satara","Satara","Phaltan Medical Foundation Blood Bank","C.T.S.No.5604/6, Near Dnyaneshwar Mandir, Behind State Bank of India, Laxminagar, 1st Floor Phaltan, Satara","415523","02166 221197, 02166 220897,02166 220007","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1637","Maharashtra","Satara","Satara","Krishna Hospital and Medical Research Centre, Blood Bank, Karad","Poona Bangalore(NH4)Highway Near Debhewadi Road Karad, Dist-Satara","415110","02164 241456 ,02164 242170","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1638","Maharashtra","Satara","Satara","Akshay Medical Trust, Akshay Blood Bank","506/22, Sadar Bazar,Near State Bank opp Nirmal Hotel, Satara","415002","02162 230730, 02162 329293,02162 239920","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1639","Maharashtra","Satara","Satara","Mauli Blood Bank, Satara","529/b, parasnis colony near Hotel Monark Powai Naka sadarbazar satara","415001","02162 222586, 02162 222031","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1640","Maharashtra","Satara","Satara","Yashwantrao Chavan blood bank","Phase 5, Super market, 1st flor hall no.2/1 final plot no.432,433, shaniwar peth, karad","415110","02164 228122","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1641","Maharashtra","Solapur","Solapur","Shri Markendya Charitable and Medical Trust Irrapanna N Boli Blood Bank","Ashok Chowk, 896/97 Bhavnarishi Peth (Bolli Mangal karayalaya 1fr.Solapur","413006","0217 2653829, 0217 2390144, 0217 2620348","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1642","Maharashtra","Solapur","Solapur","Dr. Hegdewar Rakta Pedhi Sanstha, Solapur","1st Floor, Sahyadri Shopping Centre Railway Lines, Solapur","413001","0217 2311215, 0217 2311281, 0217 2311215, 0217 2311281","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1643","Maharashtra","Solapur","Solapur","Solapur Blood Bank","136, Railway Line,near Railway Station, near Atthar Hospital, Anjani Chembers, Solapur","413001","0217 2317242, 0217 2318028","NA","NA","NA","NA","NA","NA","NA","NA","[=18]18","[=76]76"
"1644","Maharashtra","Solapur","Solapur","IMA, Sahakar Maharshi Shankarrao Mohite Patil Blood Bank","804, Old Pandharpur Road, Ganeshnagar Akluj, District - Solapur","413101","02185 222101, 02185 225601, 02185 222665, 02185 222166","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1645","Maharashtra","Solapur","Solapur","Akshay Blood Bank","Survey No.2212, First Floor, Laxmi Narayan Apartment, South Sadar Bazar, Solapur.","413003","0217 2315025, 0217 26993247","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1646","Maharashtra","Solapur","Solapur","M.M.Patel Public Charitable Trust, Ashwini Rural Medical College and Hospital Blood Bank","Padmavati Complex, 91 Saat Rasta, Kumbhari, Gat no.261 and 262/1-7, Akkalkot Road, Dist-Solapur","413006","0217 2280897, 0217 2312763","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1647","Maharashtra","Solapur","Solapur","Athar Minorities Social and Welfare Associations, Athar Blood Bank","1st floor, 410 Shukrawar peth, Jamiya Complex, Near Jama Masjid, Solapur","413002","0217 2622999, 0217 2622999","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1648","Maharashtra","Kolhapur","Kolhapur","Sai Seva Medical Foundation,Vaibhavlaxmi Blood bank","1036/A, E- ward, 1st floor, Deccan Engineering, opp. Parvati Multiplex, Rajaram Road ,Kolhapur","416001","0231 6454949, 0231 2664949","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1649","Maharashtra","Pune","Pune","Indian Red Cross Society (IRCS) (Late Manikbai Chandulal Saraf) Blood Bank","Nr.Government Silver Jubilee Hospital, Patas Road Baramati Pune","413102","02112 222951, 02112 320910","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1650","Maharashtra","Sangli","Sangli","Indian Red Cross Society Blood Bank , Shirgaonkar Blood Bank","Opp. Civil Hospital, Plot No.49, City Survey No.601/7,Sangli","416416","0233 2373044, 0233 2372376,0233 2331521","NA","NA","NA","NA","NA","NA","NA","NA","[=17]17","[=75]75"
"1651","Maharashtra","Solapur","Solapur","Indian Red Cross Soceity, Shriman Rambhai Shah Blood Bank","Jawaharlal Hospital Compound,Shivaji Road, Barsi, Somwarpeth, Solapur","413401","02184 222399, 02184 222399","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1652","Maharashtra","Solapur","Solapur","Indian Red Cross Society, Bai Gopabai Damani Blood Bank","165 Railway Line, Red Cross Road, Dufferin Chowk, Solapur","413001","0217 2726858, 0217 2722106,0217 2726857","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1653","Maharashtra","Solapur","Solapur","Indian Red Cross Society, Sarjubai Bansila Bajaj Blood Bank","62/2/3/4, Bhakti Marg, Pandharpur, Solapur","413304","02186 223650, 222219, 02186 224288","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1654","Maharashtra","Kolhapur","Kolhapur","Kolhapur Municipal Corporation Blood Bank Kolhapur","C.T.S. 83 D-Ward, Near Kasba Gate Police Chowky Kolhapur","416002","0231 2541870, 0231 2541830","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1655","Maharashtra","Pune","Pune","Krantiveer Chapekar Bandhu Blood Bank","Pimpri Chinchwad Mahanagar Palika Talera Hospital, Tanaji Nagar Chinchwad - Pune","411033","020 27610054, 020 27610042","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1656","Maharashtra","Pune","Pune","The new century Medical and Educational foundation malegaon, Nashik","NCORD Blood Bank and Aphaeresis centre, S. No. 241/2/1, Geet ganga bldg., Medipoint Hospital lane, Baner, Pune","411007","020 46608585","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1657","Maharashtra","Pune","Pune","Ekta Apang Vikas Sansthas Ayush Blood Bank","office no. 17/18/19, 1st floor, sunshree woods commercial complex, NIBM, Kondhwa, Tal. Haveli, District Pune","411028","020 26855144","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1658","Maharashtra","Pune","Pune","Chattrapati Shahu Maharaj Pratisthans Aadhar Blood Bank","S.No. 30, 4th floor, office no. 41, 402, 403, and 5th floor off 502, waris Heights, Pune-Satara Road, Dhankwadi, Pune","411030","020 65266999","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1659","Maharashtra","Pune","Pune","Chattrapati Shahu Maharaj Pratisthans Aadhar Blood Bank","S.No. 30, 4th floor, office no. 41, 402, 403, & 5th floor off 502, waris Heights, Pune-Satara Road, Dhankwadi, Pune","411030","020 65267000","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1660","Maharashtra","Sangli","Sangli","Shree Basaveshwar Manav vikas gramin sevabhavi sansthas Adarsh Blood Bank","Arihant Galaxy, 1st floor, C.S. No. 1599, Opp. Civil Hospital, Garpir Road, Sangli","416416","09604520087, 07798539069","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1661","Maharashtra","Solapur","Solapur","Azad Panchis Groups Sddheshwar Blood Bank","Kalyani Towers, 126 Siddheshwar Peth, Near Yashwantrao Hospital Behind civil court, Solapur","413003","0217 2323222","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1662","Maharashtra","Kolhapur","Kolhapur","Vande mataram samajik Samsthas Jeevandhara Blood Bank","Ground floor, & 1st floor, 1648 E Ward, 7th lane, Kolhapur","416008","0231 2526363","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1663","Maharashtra","Kolhapur","Kolhapur","Sanjeevan Blood Bank","250/B/65, 1st floor, lucky naresh banglow, opp collector office, nagala Park, Kolhapur","416002","0231 2668032, 0231 2668031","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1664","Maharashtra","Sangli","Sangli","Azad Panchi Group Charitable Trusts , Miraj Serological Institute Blood Bank","Civil Hospital Ganesh Nagar, 1st lane, S. No. 1682, Sangli","416416","0233 6451821","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1665","Maharashtra","Kolhapur","Kolhapur","Shri.R.R.Patil Shikashan Sheti sanshodhan Aani vikas sansthas Adhar Blood Bank","1 Floor ,12/966 C/o Dr. Dilip Joahi Hospital, Sambhaji chowk ,rajaram road ,Inchalkaranji ,tal-Hantkanagle, Kolhapur.","416115","0230 2430073,0230 2426464","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1666","Maharashtra","Mumbai","Mumbai","National Plasma Fractionation Centre","7th Floor, New Multistoreyed Building, KEM Hospital","400012","NA","NA","NA","NA","NA","NA","NA","NA","NA","[=19]19","[=73]73"
"1667","Manipur","Churachandpur","Churachandpur","Blood Bank District Hospital","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","[=24]24","[=94]94"
"1668","Manipur","Imphal East","Imphal East","J.N. Hospital Blood Bank","Porompat, Imphal East","NA","0385 2443142, 0385 2443144","NA","NA","NA","NA","NA","NA","NA","NA","[=25]25","[=94]94"
"1669","Manipur","Lamphelpat","Imphal","Blood Bank, Regional Institute of Medical Sciences (RIMS) Hospital","Dept. of IHBT","795004","0385 2414750","NA","NA","NA","NA","NA","NA","NA","NA","[=25]25","[=94]94"
"1670","Manipur","Langol","Imphal West","Shija Blood Bank and Transfusion Services, situated at Shija Hospital and Research Institute","NA","NA","0385 2055584","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1671","Manipur","Khangabok","Thoubal","District HospitalBlood Bank and Transfusion Unit","NA","795138","0384 8222214","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1672","Meghalaya","Shillong","Shillong","Military Hospital","NA","NA","0364 2224300, 0364 2224302","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1673","Meghalaya","Shillong","East Khasi Hills District","Nazareth Hospital","Nazareth Hospital, Laitumkhrah, Shillong","793003","0364 2210200","NA","NA","NA","NA","NA","NA","NA","NA","[=26]26","[=92]92"
"1674","Meghalaya","East Khasi Hills","Shillong","Pasteur Institute (Regional Blood Bank)","NA","NA","0364 251629","NA","NA","NA","NA","NA","NA","NA","NA","[=26]26","[=92]92"
"1675","Meghalaya","Tura","West Garo Hills","Civil Hospital","West Garo Hills District, Tura","794001","03651 232951","NA","NA","NA","NA","NA","NA","NA","NA","[=26]26","[=90]90"
"1676","Meghalaya","Mawdiangdiang","East Khasi Hills","North Eastern Indira Gandhi Regional Institute of Health and Medical Sciences","NA","793018","0364 2538063","NA","NA","NA","NA","NA","NA","NA","NA","[=26]26","[=92]92"
"1677","Meghalaya","Jowai","West Jaintia Hills","Civil Hospital","Jowai, Meghalaya West Jaintia Hills District","793150","03652 20735","NA","NA","NA","NA","NA","NA","NA","NA","[=25]25","[=92]92"
"1678","Meghalaya","Shillong","East Khasi Hills District","Dr. H. Gordon Roberts Hospital (KJP) Hospital","Jaiaw, Shillong","793002","NA","NA","NA","NA","NA","NA","NA","NA","NA","[=26]26","[=92]92"
"1679","Mizoram","Lunglei","Lunglei","Civil Hospital","Blood Bank, Civil Hospital, Lunglei","796701","0372 2324555","NA","0372 2325177","NA","NA","NA","NA","NA","24x7","[=23]23","[=93]93"
"1680","Mizoram","Aizawl","Aizawl","Civil Hospital, Aizawl","Civil Hospital, Civil Hospital, Aizawl","796001","0389 2323236","NA","0389 2323236","NA","NA","NA","Yes","NA","24x7","[=24]24","[=93]93"
"1681","Mizoram","Champhai","Champhai","District Hospital, Champhai","District Hospital, Champhai","796321","03831 234926","NA","03831 234234","NA","NA","NA","NA","NA","24x7","[=23]23","[=93]93"
"1682","Mizoram","Kolasib","Kolasib","District Hospital, Kolasib","Blood Bank, District Hospital, Kolasib","796081","03837 221930","NA","03837 221930","whole Blood storageN","NA","NA","No","NA","24x7","[=24]24","[=93]93"
"1683","Mizoram","Saiha","Saiha","District Hospital, Saiha","District Hospital, Saiha","796901","03835 222006","NA","03835 224056","NA","NA","NA","NA","NA","24x7","[=22]22","[=93]93"
"1684","Mizoram","Serkawn","Lunglei","Christian Hospital, Serkawn","Christian Hospital, Serkawn","796701","0372 2342268","NA","0372 2342268","NA","NA","NA","NA","NA","24x7","[=23]23","[=93]93"
"1685","Mizoram","Durtlang","Aizawl","Synod Hospital, Durtlang","Blood Bank, Synod Hospital, Durtlang","796025","0389 2361222","NA","0389 2361185","NA","NA","NA","NA","NA","24x7","[=24]24","[=93]93"
"1686","Mizoram","Mamit","Mamit","District Hospital, Mamit","Blood Bank, District Hospital, Mamit","796441","0389 2565655","NA","0389 2565655","NA","NA","NA","NA","NA","24x7","[=24]24","[=92]92"
"1687","Mizoram","Serchhip","Serchhip","District Hospital, Serchhip","Blood Bank, District Hospital, Serchhip","796181","03838 226184","NA","03838 226184","NA","NA","NA","NA","NA","24x7","[=23]23","[=93]93"
"1688","Mizoram","Lawngtlai","Lawngtlai","District Hospital, Lawngtlai","District Hospital, Lawngtlai","796891","03835 233566","NA","03835 233566","NA","NA","NA","NA","NA","24x7","[=23]23","[=93]93"
"1689","Nagaland","Mokokchung","Mokokchung","Dr. Imkongliba memorial District Hospital Blood Bank","NA","798601","NA","NA","NA","NA","NA","NA","NA","NA","NA","[=26]26","[=95]95"
"1690","Nagaland","Dimapur","Dimapur","Blood Bank Civil Hospital","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1691","Nagaland","NA","NA","General Hospital","C/o 99 APO","903154","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1692","Nagaland","Kohima","Kohima","Naga Hospital Authority Blood Bank","NA","797001","NA","NA","NA","NA","NA","NA","NA","NA","NA","[=26]26","[=95]95"
"1693","Nagaland","NA","NA","Military Hospital Blood Bank","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1694","Nagaland","Dimapur","Dimapur","Christian Institute of Health Sciences & Research","4th Mile, P.B. 31, P.O. ARTC","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1695","Nagaland","Dimapur","Dimapur","Model Blood Bank, Dist. Hospital","NA","797112","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1696","Nagaland","Tuensang","Tuensang","District Hospital,Blood Bank","NA","978612","NA","NA","NA","NA","NA","NA","NA","NA","NA","[=26]26","[=95]95"
"1697","Nagaland","Wokha","Wokha","District Hospital,Blood Bank","NA","797111","NA","NA","NA","NA","NA","NA","NA","NA","NA","[=26]26","[=94]94"
"1698","Nagaland","Zunheboto","Zunheboto","District Hospital,Blood Bank","NA","798620","NA","NA","NA","NA","NA","NA","NA","NA","NA","[=26]26","[=95]95"
"1699","Nagaland","Phek","Phek","District Hospital,Blood Bank","NA","797108","NA","NA","NA","NA","NA","NA","NA","NA","NA","[=26]26","[=94]94"
"1700","Odisha","Baragarh","Baragarh","Red Cross Blood Bank","District Headquarter Hospital, Padmapur","NA","06646 234104, 06683 227909","NA","NA","NA","NA","NA","NA","NA","NA","[=21]21","[=83]83"
"1701","Odisha","Talcher","Angul","Nehru Satabdi Central Hospital & Blood Bank","NA","764081","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1702","Odisha","Koraput","Koraput","Asha Kiran Hospital Blood Bank","Post Office Lamtaput","764081","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1703","Odisha","Damanjodi","Koraput","Nalco Hospital, Nalco Limited","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1704","Odisha","Bhubaneswar","Khurda","Orissa Red Cross Blood Bank","Capital Hospital","NA","0674 2394985","NA","NA","NA","NA","NA","NA","NA","NA","[=20]20","[=86]86"
"1705","Odisha","Sunabeda","Koraput","HAL Hospital Blood Bank (Hindusthan Aeronatics Limited)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1706","Odisha","NA","NA","Jyotthi Hospital Blood Bank","Khurda","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1707","Odisha","Padmapur","Bargarh","Orissa Red Cross Blood Bank","Sub Division Hospital","NA","06683 227909","NA","NA","NA","NA","NA","NA","NA","NA","[=21]21","[=83]83"
"1708","Odisha","NA","Ganjam","Orissa Red Cross Blood Bank Blood Bank","Sub Division Hospital, Bhanja Nagar","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1709","Odisha","Anandapur","Kendujhar","Red Cross Blood Bank","Sub Division Hospital Campus","NA","06731 220824","NA","NA","NA","NA","NA","NA","NA","NA","[=22]22","[=86]86"
"1710","Odisha","Malkangiri","Malkangiri","Orissa Red Cross Blood Bank","District Headquarter Hospital","NA","06861 231200","NA","NA","NA","NA","NA","NA","NA","NA","[=19]19","[=82]82"
"1711","Odisha","Sambalpur","Sambalpur","Odisha Red Cross Hospital Blood Bank","District Headquarter Hospital","NA","0663 253374","NA","NA","NA","NA","NA","NA","NA","NA","[=21]21","[=84]84"
"1712","Odisha","Paradip","Jagatsinghpur","Paradip Port Trust Hospital Blood Bank","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","[=20]20","[=87]87"
"1713","Odisha","Boudh","Boudh","Orissa Red Cross Blood Bank","District Headquarter Hospital","NA","06841 222202","NA","NA","NA","NA","NA","NA","NA","NA","[=21]21","[=84]84"
"1714","Odisha","Rourkella","Sundergarh","Community Welfare Society Hospital","Jagda","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1715","Odisha","Nowrangpur","Nowrangpur","Orissa Red Cross Blood Bank","District Headquarter Hospital","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1716","Odisha","Jajpur","Jajpur","Red Cross Blood Bank","District Headquarter Hospital","NA","06728 225177","NA","NA","NA","NA","NA","NA","NA","NA","[=21]21","[=86]86"
"1717","Odisha","Bhadrak","Bhadrak","Orissa Red Cross Blood Bank","District Headquarter Hospital","NA","06784 251817","NA","NA","NA","NA","NA","NA","NA","NA","[=21]21","[=87]87"
"1718","Odisha","Rourkela","Sundergarh","Vesaj Patel Hospital & Research Centre","H/4, Civil Township","769004","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1719","Odisha","Khariar","Nuapada","Evangelical Hospital Blood Bank","Post Office Khariar","766107","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1720","Odisha","NA","NA","Christian Hospital Blood Bank.","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1721","Odisha","Baragarh","Baragarh","Catholic Mission Hospital","Post Office Baragarh","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1722","Odisha","Bhawanipatna","Kalahandi","Orissa Red Cross Blood Bank","District Headquarter Hospital","NA","06670 234952","NA","NA","NA","NA","NA","NA","NA","NA","[=20]20","[=83]83"
"1723","Odisha","Koraput","Koraput","Red Cross Blood Bank","District Headquarter Hospital","NA","06852 252101","NA","NA","NA","NA","NA","NA","NA","NA","[=19]19","[=83]83"
"1724","Odisha","Khurda","Khurda","Red Cross Blood Bank","District Headquarter Hospital","NA","06755 223978","06755 223978","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1725","Odisha","NA","NA","SUM Hospital Blood Bank","Sector-8, Kalinga Nagar","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1726","Odisha","Cuttack","Cuttack","Ashwini Hospital Blood Bank","Sector-1, C.D.A., Bidanasi","753014","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1727","Odisha","NA","NA","Orissa Red Cross Blood Bank","Sub Division Hospital , Kamakhya Nagar","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1728","Odisha","NA","NA","Orissa Red Cross Blood Bank","District Headquarter Hospital","757043","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1729","Odisha","Rairangpur","Mayurbhanj","Orissa Red Cross Blood Bank","S.D.H","757043","067494 222002","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1730","Odisha","Baliguda","Kandhamal","Orissa Red Cross Blood Bank","Sub Division Hospital","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1731","Odisha","Jharsuguda","Jharsuguda","Orissa Red Cross Blood Bank","District Headquarter Hospital","NA","06645 272180","NA","NA","NA","NA","NA","NA","NA","NA","[=22]22","[=84]84"
"1732","Odisha","Baripada","Mayurbhanj","Red Cross Blood Bank","District Headquarter Hospital Campus","NA","06792 254641","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1733","Odisha","NA","NA","Blood Bank","Tata Refractories Limited.,P.O. Belpahar","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1734","Odisha","Titlagarh","Bolangir","Orissa Red cross Blood Bank","Sub Division Hospital","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1735","Odisha","Patnagarh","Bolangir","Orissa Red Cross blood Bank","Sub Division Hospital","NA","06658 222229","NA","NA","NA","NA","NA","NA","NA","NA","[=21]21","[=83]83"
"1736","Odisha","Sonepur","Sonepur","Orissa red Cross Blood Bank","District Headquarter Hospital","NA","06654 220150","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1737","Odisha","Brajrajnagar","Jharsuguda","Central Hospital Blood Bank","IB Valley Area, MCL","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
